Algorithm,Parameters,Elapsed Time (s),Feasible,Max Flow-to-Capacity Ratio,Overflow,Score,Max Time In Seconds,No Improvement Threshold,Stopping Reason
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 300, 'tournament_size': 5, 'mutation_prob': 0.05, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",3.0217,True,0.8889,0.0000,0.1111,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 300, 'tournament_size': 5, 'mutation_prob': 0.1, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",4.7268,True,0.9744,0.0000,0.0256,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 300, 'tournament_size': 5, 'mutation_prob': 0.15, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",3.8877,False,9.3529,8.0000,-9.0000,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 300, 'tournament_size': 5, 'mutation_prob': 0.2, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",13.3486,False,28.7000,27.0000,-28.0000,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 300, 'tournament_size': 10, 'mutation_prob': 0.05, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",3.3218,True,0.8889,0.0000,0.1111,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 300, 'tournament_size': 10, 'mutation_prob': 0.1, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",6.7153,True,0.8889,0.0000,0.1111,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 300, 'tournament_size': 10, 'mutation_prob': 0.15, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",6.2721,False,3.2000,2.0000,-3.0000,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 300, 'tournament_size': 10, 'mutation_prob': 0.2, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",9.5163,False,4.1667,3.0000,-4.0000,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 500, 'tournament_size': 5, 'mutation_prob': 0.05, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",2.6555,True,0.9091,0.0000,0.0909,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 500, 'tournament_size': 5, 'mutation_prob': 0.1, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",6.9277,True,0.8889,0.0000,0.1111,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 500, 'tournament_size': 5, 'mutation_prob': 0.15, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",6.1769,False,13.6667,12.0000,-13.0000,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 500, 'tournament_size': 5, 'mutation_prob': 0.2, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",6.8782,False,17.6000,16.0000,-17.0000,80,150,Unknown
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 500, 'tournament_size': 10, 'mutation_prob': 0.05, 'max_time': 80, 'no_improvement_threshold': 150, 'artifacts_root': './resources/generated/reports\\2024-09-28_11_13_07\\large_graph_large_8091d0a4'}",4.0687,True,0.8889,0.0000,0.1111,80,150,Unknown
