Algorithm,Parameters,Elapsed Time (s),Feasible,Max Flow-to-Capacity Ratio
GeneticAlgorithm,"{'population_size': 100, 'num_generations': 500, 'tournament_size': 7, 'elitism_size': 20, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",2.7425,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 5, 'elitism_size': 10, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",1.6736,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 5, 'elitism_size': 10, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",2.5697,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 5, 'elitism_size': 20, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",1.5808,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 5, 'elitism_size': 20, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",2.5090,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 7, 'elitism_size': 10, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",1.7492,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 7, 'elitism_size': 10, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",2.6776,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 7, 'elitism_size': 20, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",1.6546,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 7, 'elitism_size': 20, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",2.5852,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 5, 'elitism_size': 10, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",4.2355,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 5, 'elitism_size': 10, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",6.6878,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 5, 'elitism_size': 20, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",3.9200,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 5, 'elitism_size': 20, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",6.1715,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 7, 'elitism_size': 10, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",4.3242,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 7, 'elitism_size': 10, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",6.6133,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 7, 'elitism_size': 20, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",4.0375,True,0.6667
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 7, 'elitism_size': 20, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",6.2761,True,0.6667
SimulatedAnnealing,"{'initial_temp': 1000, 'cooling_rate': 0.99, 'num_iterations': 1000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",0.0599,True,0.6667
SimulatedAnnealing,"{'initial_temp': 1000, 'cooling_rate': 0.99, 'num_iterations': 2000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",0.0731,True,0.6667
SimulatedAnnealing,"{'initial_temp': 1000, 'cooling_rate': 0.95, 'num_iterations': 1000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",0.0167,True,0.6667
SimulatedAnnealing,"{'initial_temp': 1000, 'cooling_rate': 0.95, 'num_iterations': 2000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",0.0162,True,0.6667
SimulatedAnnealing,"{'initial_temp': 5000, 'cooling_rate': 0.99, 'num_iterations': 1000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",0.0488,True,0.6667
SimulatedAnnealing,"{'initial_temp': 5000, 'cooling_rate': 0.99, 'num_iterations': 2000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",0.1034,True,0.6667
SimulatedAnnealing,"{'initial_temp': 5000, 'cooling_rate': 0.95, 'num_iterations': 1000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",0.0197,True,0.6667
SimulatedAnnealing,"{'initial_temp': 5000, 'cooling_rate': 0.95, 'num_iterations': 2000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\3'}",0.0191,True,0.6667
