Algorithm,Parameters,Elapsed Time (s),Feasible,Max Flow-to-Capacity Ratio
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 5, 'elitism_size': 10, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",1.5646,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 5, 'elitism_size': 20, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",1.1332,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 5, 'elitism_size': 20, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",1.4865,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 7, 'elitism_size': 10, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",1.2348,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 7, 'elitism_size': 10, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",1.6324,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 7, 'elitism_size': 20, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",1.1101,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 200, 'tournament_size': 7, 'elitism_size': 20, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",1.4896,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 5, 'elitism_size': 10, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",2.9531,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 5, 'elitism_size': 10, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",3.8673,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 5, 'elitism_size': 20, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",2.8413,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 5, 'elitism_size': 20, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",3.6717,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 7, 'elitism_size': 10, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",2.9810,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 7, 'elitism_size': 10, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",4.0573,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 7, 'elitism_size': 20, 'mutation_prob': 0.1, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",2.8537,True,0.1500
GeneticAlgorithm,"{'population_size': 200, 'num_generations': 500, 'tournament_size': 7, 'elitism_size': 20, 'mutation_prob': 0.2, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",3.7232,True,0.1500
SimulatedAnnealing,"{'initial_temp': 1000, 'cooling_rate': 0.99, 'num_iterations': 1000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",0.0419,True,0.2000
SimulatedAnnealing,"{'initial_temp': 1000, 'cooling_rate': 0.99, 'num_iterations': 2000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",0.0630,True,0.2000
SimulatedAnnealing,"{'initial_temp': 1000, 'cooling_rate': 0.95, 'num_iterations': 1000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",0.0120,True,0.2000
SimulatedAnnealing,"{'initial_temp': 1000, 'cooling_rate': 0.95, 'num_iterations': 2000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",0.0110,True,0.2000
SimulatedAnnealing,"{'initial_temp': 5000, 'cooling_rate': 0.99, 'num_iterations': 1000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",0.0425,True,0.2000
SimulatedAnnealing,"{'initial_temp': 5000, 'cooling_rate': 0.99, 'num_iterations': 2000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",0.0641,True,0.2000
SimulatedAnnealing,"{'initial_temp': 5000, 'cooling_rate': 0.95, 'num_iterations': 1000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",0.0143,True,0.2000
SimulatedAnnealing,"{'initial_temp': 5000, 'cooling_rate': 0.95, 'num_iterations': 2000, 'artifacts_root': './resources/examples/reports\\2024-09-24_11_37_13\\2'}",0.0126,True,0.2000
